 CERN Personnel
 Category       Division        Flag        Age        Service        Children        Grade        Step        Nation        HrPerWeek        Cost
 304 9 13 57 28 0 9 3 3 40 7948 
 403 9 15 52 33 1 7 9 10 40 7405 
 316 9 15 53 26 1 9 8 3 40 9715 
 302 9 15 50 25 1 8 13 7 40 9064 
 417 9 15 46 25 1 7 9 10 40 7405 
 203 9 15 55 26 0 11 13 3 40 15340 
 419 9 13 60 28 0 6 13 7 40 6153 
 419 9 13 49 28 2 7 12 7 40 7347 
 200 7 15 50 25 3 10 7 2 40 11626 
 307 7 13 52 32 1 8 13 7 40 8303 
 440 9 12 48 27 1 6 13 3 40 6404 
 200 10 15 62 33 0 12 13 3 40 15581 
 317 4 13 57 33 0 8 5 7 40 7094 
 303 4 15 52 24 1 10 4 7 40 10573 
 362 9 13 57 33 1 6 13 7 40 6404 
 304 4 15 48 24 1 9 5 7 40 9256 
 560 2 14 46 24 1 6 13 3 20 3846 
 316 7 15 49 24 2 8 7 10 40 8526 
 362 9 13 53 30 0 7 13 7 40 6946 
 362 9 11 53 28 0 7 13 3 40 7208 
 402 9 11 56 31 0 7 13 7 40 7208 
 362 9 15 56 30 0 7 13 3 40 7599 
 362 9 15 55 29 1 6 13 10 40 6978 
 362 9 13 49 27 1 8 9 3 40 7824 
 303 9 13 53 28 0 8 8 7 40 7453 
 443 9 9 47 26 0 7 6 7 40 6010 
 403 9 15 64 28 0 5 13 7 40 6293 
 202 9 11 51 26 0 11 13 3 40 14776 
 302 10 15 59 31 2 10 10 5 40 11925 
 304 9 13 55 28 1 9 13 7 40 9592 
 304 9 13 49 24 2 7 12 3 40 7347 
 302 9 15 63 31 1 7 13 3 40 7850 
 203 9 13 52 28 2 10 9 3 40 10763 
 362 9 13 58 29 0 9 7 7 40 8505 
 362 10 13 49 27 2 8 13 3 40 8554 
 560 12 14 51 23 2 6 10 8 40 6956 
 300 10 13 50 28 0 8 5 7 40 7094 
 302 10 15 54 28 0 7 13 7 40 7599 
 303 9 13 48 25 1 6 13 7 40 6404 
 462 10 11 58 28 0 7 8 3 40 6664 
 362 9 15 51 31 0 7 13 4 40 7599 
 303 9 15 59 29 0 7 11 2 40 7376 
 302 10 15 59 26 1 7 12 7 40 7738 
 462 10 13 47 26 1 6 13 3 40 6404 
 362 9 15 52 26 2 7 13 7 40 8101 
 200 9 15 58 26 0 13 10 11 40 16995 
 201 5 15 61 29 0 12 13 4 40 15581 
 204 9 15 53 27 2 12 13 2 40 16083 
 211 9 15 57 32 1 11 7 9 40 12959 
 304 9 13 57 29 0 9 13 3 40 9341 
 201 9 15 56 28 0 10 11 11 40 11607 
 201 10 15 53 25 2 10 7 8 40 11375 
 208 9 15 51 26 1 11 7 7 40 12959 
 304 9 13 50 29 1 9 6 3 40 8617 
 301 9 15 61 29 0 7 13 7 40 7599 
 402 9 13 55 28 0 6 13 3 40 6153 
 300 9 29 49 24 1 8 6 7 40 7465 
 204 10 15 58 33 2 11 13 14 40 15842 
 204 9 15 61 24 0 11 13 7 40 15340 
 204 7 15 56 28 1 10 6 4 40 10940 
 304 10 15 56 29 2 9 13 3 40 10730 
 204 9 15 48 25 0 11 8 3 40 12922 
 304 9 15 63 30 1 9 10 7 40 10021 
 424 9 15 58 30 0 6 13 7 40 6727 
 402 9 15 51 29 2 8 5 3 40 8263 
 541 9 13 55 33 2 7 13 3 40 7448 
 200 9 15 62 33 1 13 10 8 40 17246 
 211 9 15 55 24 1 12 13 8 40 15832 
 204 9 15 61 31 0 11 13 3 40 15340 
 202 10 15 53 29 1 10 7 7 40 11124 
 302 9 15 58 27 1 7 13 7 40 7850 
 202 9 15 59 33 1 11 13 14 40 15591 
 204 9 15 54 27 0 10 11 2 40 11607 
 316 9 15 56 30 1 9 13 8 40 10479 
 204 9 15 57 32 1 11 8 3 40 13173 
 317 9 13 59 31 0 8 10 3 40 7692 
 304 9 13 52 32 0 8 13 3 40 8052 
 424 9 11 59 30 0 7 12 10 40 7099 
 304 10 15 63 33 0 9 13 12 40 10228 
 202 9 15 54 27 3 11 13 3 40 16093 
 202 9 13 59 29 1 11 6 3 40 11656 
 202 9 15 57 24 1 11 13 4 40 15591 
 302 10 15 61 26 0 10 11 4 40 11607 
 300 9 15 53 27 1 9 5 1 40 9256 
 304 7 15 49 27 0 7 13 1 40 7599 
 202 9 15 52 27 2 11 13 3 40 15842 
 208 7 15 53 25 2 12 10 3 40 15349 
 202 7 15 49 24 2 11 10 4 40 13851 
 300 10 15 56 31 1 9 5 3 40 9256 
 300 7 13 53 33 0 9 9 3 40 8784 
 202 7 15 56 27 0 12 11 7 40 15091 
 512 11 15 56 30 0 12 10 3 40 14847 
 302 9 13 62 26 2 9 13 3 40 9843 
 302 10 13 57 25 0 9 9 3 40 8784 
 317 9 15 60 25 0 9 6 3 40 9158 
 361 9 9 51 29 0 7 13 3 40 6718 
 410 9 15 49 27 2 5 13 10 40 6795 
 497 9 13 54 25 0 5 13 7 40 5720 
 419 9 13 51 25 1 5 13 7 40 5971 
 400 9 15 51 28 0 6 13 7 40 6727 
 204 2 15 47 24 2 11 2 10 40 12143 
 530 9 14 45 27 2 8 8 7 40 8657 
 500 8 15 54 27 0 11 13 8 40 15340 
 543 1 10 60 30 0 9 8 3 40 9031 
 506 8 15 59 30 0 11 13 7 40 15340 
 543 10 10 54 25 0 8 8 8 40 7752 
 543 3 8 47 25 0 8 6 7 40 6986 
 530 8 10 54 28 0 9 10 10 40 9330 
 530 8 14 53 27 2 10 3 3 40 10641 
 500 8 11 60 27 0 12 13 7 40 15012 
 537 8 14 52 26 0 8 13 3 20 4676 
 530 1 8 56 28 0 8 13 3 40 7824 
 530 6 13 54 31 0 8 8 7 40 7453 
 530 11 8 47 25 0 7 6 3 32 4855 
 500 1 15 57 24 0 10 13 8 40 11975 
 560 4 13 58 32 0 6 13 3 40 6153 
 564 11 13 51 29 1 6 9 7 40 6042 
 440 7 13 52 26 1 6 13 3 40 6404 
 564 11 9 47 26 0 6 10 7 40 5654 
 497 11 13 51 30 2 4 15 7 40 6072 
 426 11 13 51 30 0 5 12 3 40 5638 
 564 11 13 55 33 0 5 13 7 40 5720 
 540 1 10 61 28 0 9 13 8 40 9778 
 562 1 14 51 26 2 6 13 3 40 7229 
 562 1 12 47 26 1 6 13 7 28 4696 
 543 13 12 49 24 2 7 10 7 40 7145 
 432 1 13 52 31 0 6 13 7 40 6153 
 432 1 13 46 24 2 7 7 3 40 6841 
 432 1 13 51 26 3 6 13 3 40 6906 
 530 1 12 45 25 1 8 4 3 40 7226 
 543 9 12 50 24 0 7 13 7 40 6946 
 562 1 8 47 24 0 6 13 7 40 5925 
 507 8 5 55 24 4 11 13 6 24 9712 
 535 12 10 64 34 0 9 13 3 40 9778 
 500 7 10 62 31 0 9 13 8 40 9778 
 530 1 10 59 30 0 8 8 7 40 7752 
 543 1 10 49 26 0 8 10 8 40 8008 
 211 13 15 63 33 0 13 10 4 40 16995 
 300 2 15 63 33 0 10 13 14 40 11975 
 499 5 14 46 23 2 5 13 3 20 3871 
 402 4 13 57 24 0 7 13 7 40 6946 
 530 1 10 52 24 0 10 1 4 40 9332 
 302 10 13 56 24 1 8 13 3 40 8303 
 361 9 15 52 25 0 8 13 7 40 8813 
 201 10 15 53 24 2 11 10 12 40 13851 
 211 13 15 56 27 1 11 13 8 40 15591 
 315 13 15 57 27 1 9 8 2 40 9715 
 300 13 15 54 27 2 9 7 3 40 9813 
 315 13 15 60 24 0 9 5 2 40 9005 
 315 13 11 54 24 0 9 7 5 40 8881 
 200 13 15 55 26 0 9 12 5 40 10075 
 315 13 15 56 27 1 9 9 7 40 9868 
 304 13 15 62 27 0 8 13 2 40 8813 
 424 13 11 57 29 0 7 13 7 40 7208 
 300 13 8 50 29 0 6 13 7 40 5925 
 543 9 10 58 25 0 8 8 9 40 7752 
 206 13 15 60 31 0 11 11 2 40 13562 
 206 13 15 53 26 4 11 6 7 40 13499 
 206 13 15 55 26 0 11 6 11 40 12495 
 402 7 15 59 31 0 7 13 10 40 7599 
 504 12 15 61 27 1 11 13 8 40 15591 
 312 1 15 59 33 0 8 13 7 40 8813 
 534 1 12 54 26 2 8 10 3 40 8194 
 433 1 13 54 30 1 6 13 7 40 6404 
 543 13 10 51 33 0 8 13 3 40 8394 
 530 1 8 63 30 0 8 5 3 40 6866 
 315 13 15 64 32 0 8 8 7 40 8155 
 415 13 13 58 34 2 7 13 7 40 7448 
 415 13 13 53 32 0 7 10 7 40 6643 
 560 11 13 57 32 0 6 13 7 40 6153 
 415 13 15 49 27 1 6 13 7 40 6978 
 560 1 15 50 28 0 6 12 7 40 6635 
 415 13 15 54 32 0 6 13 7 40 6727 
 415 13 13 55 32 0 7 12 7 40 6845 
 415 13 7 59 34 0 7 8 7 40 7043 
 415 13 15 55 28 0 7 7 7 40 6931 
 530 13 15 49 27 0 7 8 7 40 7043 
 400 13 15 55 27 0 6 13 7 40 6727 
 415 13 15 51 30 0 7 7 7 40 6931 
 415 13 15 47 26 1 6 13 7 40 6978 
 415 13 15 51 29 1 6 13 7 40 6978 
 315 13 13 50 26 2 7 10 7 40 7145 
 415 13 15 51 31 0 6 13 7 40 6727 
 315 13 15 49 29 0 7 9 7 40 7154 
 300 13 15 51 31 2 7 7 7 40 7433 
 415 13 15 51 31 0 6 13 7 40 6727 
 415 13 11 53 31 0 6 13 7 40 6355 
 415 13 15 54 33 0 7 9 7 40 7154 
 415 13 15 48 27 1 6 13 7 40 6978 
 415 13 15 47 26 1 6 12 7 40 6886 
 435 11 9 57 34 0 4 15 7 40 5342 
 530 10 8 55 32 0 9 12 3 40 8974 
 300 1 15 45 26 1 8 5 7 40 8012 
 466 1 13 49 28 1 6 13 7 40 6404 
 466 1 13 49 32 3 6 13 7 40 6906 
 560 13 8 56 26 0 7 8 7 40 6212 
 207 7 15 59 29 0 12 13 3 40 15581 
 308 5 15 50 23 0 8 5 7 40 7761 
 499 4 13 49 23 1 5 13 7 40 5971 
 201 9 15 63 24 0 11 13 15 40 15340 
 530 11 13 57 28 2 8 13 7 40 8554 
 530 11 8 52 31 0 8 6 3 32 5644 
 560 11 12 50 27 1 6 13 7 32 5266 
 543 7 8 48 28 0 7 10 7 40 6415 
 560 7 12 45 24 1 6 13 3 40 6404 
 202 11 13 61 28 0 11 13 7 40 13996 
 201 7 15 55 27 1 11 13 2 40 15591 
 200 11 15 59 30 2 11 10 3 40 13851 
 200 7 15 49 24 2 10 5 7 40 11008 
 342 7 15 52 29 0 8 13 1 40 8813 
 317 7 15 53 34 1 8 13 7 40 9064 
 341 7 13 53 29 0 9 8 7 40 8645 
 315 13 15 57 28 1 9 5 7 40 9256 
 343 7 13 53 29 1 8 13 3 40 8303 
 543 7 8 59 33 0 8 8 3 40 7225 
 315 13 15 59 30 0 8 9 7 40 8286 
 343 7 31 54 26 1 9 7 7 40 9562 
 535 11 15 54 25 1 7 9 3 40 7405 
 317 7 15 49 27 0 8 4 7 40 7630 
 543 11 8 52 28 0 7 13 7 40 6718 
 530 5 15 56 27 0 8 13 7 40 8813 
 317 7 13 61 28 0 9 13 3 40 9341 
 317 7 15 56 27 1 10 13 7 40 12226 
 300 11 13 61 30 0 10 9 3 40 10261 
 345 7 13 55 33 2 9 11 3 40 9564 
 307 7 15 57 27 0 8 13 7 40 8813 
 317 11 9 57 28 0 8 13 7 40 7824 
 307 11 15 57 27 0 9 5 7 40 9005 
 345 11 15 52 25 1 8 9 10 40 8537 
 300 7 15 52 26 0 9 8 7 40 9464 
 431 7 13 54 32 2 6 13 7 40 6655 
 431 7 11 53 30 0 6 13 7 40 6355 
 318 7 15 49 24 2 9 0 6 40 8742 
 307 7 15 52 26 1 7 13 7 40 7850 
 438 7 13 57 35 0 6 13 7 40 6153 
 317 7 13 50 29 1 7 11 7 40 6995 
 438 11 13 61 28 2 7 10 7 40 7145 
 431 7 13 57 29 0 6 13 7 40 6153 
 417 7 13 60 31 0 6 13 7 40 6153 
 317 7 15 54 33 0 9 11 7 40 9923 
 300 11 15 53 31 0 10 5 7 40 10506 
 317 11 13 56 34 2 8 10 3 40 8194 
 343 11 15 53 25 1 8 13 7 40 9064 
 317 11 15 57 26 1 8 12 7 40 8932 
 317 11 15 54 29 0 8 5 7 40 7761 
 302 11 13 50 28 1 9 2 7 40 8059 
 317 7 13 58 35 0 7 13 7 40 6946 
 417 7 15 54 29 0 7 12 7 40 7487 
 419 11 13 62 33 0 6 13 7 40 6153 
 424 11 13 50 29 0 7 13 3 40 6946 
 300 11 15 53 28 2 8 7 3 40 8526 
 419 11 13 52 29 2 6 13 7 40 6655 
 302 11 15 52 28 0 8 11 7 40 8549 
 200 7 15 59 29 0 11 13 2 40 15340 
 214 2 15 51 24 1 11 13 5 40 15591 
 316 10 15 49 24 2 7 13 7 40 8101 
 304 7 15 49 24 3 8 13 10 40 9566 
 301 4 15 47 24 3 8 9 7 40 9039 
 560 6 12 45 23 1 6 13 7 40 6404 
 216 9 15 58 24 2 11 13 4 40 15842 
 307 7 15 55 24 1 8 13 2 40 9064 
 202 10 13 54 24 0 10 9 3 40 10261 
 304 9 11 48 24 0 9 6 7 40 8732 
 300 9 15 50 24 2 8 9 10 40 8788 
 560 11 12 43 24 2 6 13 7 40 6655 
 419 11 13 51 28 1 6 13 7 40 6404 
 419 11 13 53 28 1 7 13 7 40 7197 
 419 11 13 49 28 2 6 13 3 40 6655 
 317 7 13 52 27 2 9 2 7 40 8310 
 417 7 13 50 28 2 7 12 7 40 7347 
 300 11 15 60 31 1 9 7 3 40 9562 
 300 11 15 62 28 0 8 11 7 40 8549 
 300 11 13 52 31 0 9 3 7 40 7948 
 317 7 15 57 31 0 8 13 3 40 8813 
 341 7 13 53 26 2 8 11 7 40 8314 
 317 11 13 55 33 0 8 8 3 40 7453 
 400 11 13 53 31 0 7 13 7 40 6946 
 403 11 13 55 27 1 6 13 7 40 6404 
 317 7 15 58 28 0 7 13 7 40 7599 
 317 11 13 53 29 2 8 8 7 40 7955 
 462 10 13 62 26 0 7 11 7 40 6744 
 412 7 15 57 34 0 6 13 7 40 6727 
 300 11 13 51 30 1 8 5 7 40 7345 
 403 11 13 55 29 0 6 13 7 40 6153 
 419 11 5 57 34 0 6 13 7 40 6153 
 402 7 15 53 30 0 8 6 10 40 7892 
 438 11 15 53 29 1 7 13 7 40 7850 
 438 7 13 56 28 0 7 13 7 40 6946 
 301 4 13 52 27 1 8 8 7 40 7704 
 301 4 13 56 25 2 8 9 7 40 8075 
 409 7 13 59 29 0 8 5 7 40 7094 
 412 7 13 53 29 0 6 13 7 40 6153 
 438 7 15 51 28 0 8 8 7 40 8155 
 417 7 15 53 28 2 7 6 7 40 7322 
 317 11 15 50 26 1 7 13 7 40 7850 
 417 7 13 57 33 0 7 13 7 40 6946 
 497 11 13 62 28 1 5 13 7 40 5971 
 560 7 13 58 33 0 6 11 7 40 5972 
 300 11 15 61 30 0 9 10 7 40 9770 
 462 11 11 58 28 0 6 13 7 40 6355 
 462 11 5 59 34 0 6 13 7 40 6153 
 400 11 15 57 26 0 7 8 7 40 7043 
 300 11 13 57 29 0 9 6 3 40 8366 
 530 1 10 53 25 0 8 4 7 40 7238 
 311 11 15 52 25 3 8 9 7 40 9039 
 542 11 15 57 32 1 7 13 7 40 7850 
 542 11 13 53 34 1 6 13 7 40 6404 
 495 11 15 50 29 0 5 13 7 40 6293 
 417 11 13 53 28 1 6 12 7 40 6313 
 417 11 13 52 28 1 6 13 3 40 6404 
 417 11 13 60 28 0 7 6 7 40 6238 
 567 11 13 59 33 0 7 12 3 40 6845 
 560 7 13 58 29 0 5 13 7 40 5720 
 495 11 13 52 28 0 5 13 7 40 5720 
 497 11 15 58 31 1 5 13 8 40 6544 
 417 11 13 51 28 2 5 13 7 40 6222 
 495 11 15 60 28 0 5 13 7 40 6293 
 542 11 13 51 29 2 7 9 7 40 7044 
 400 9 13 50 28 0 6 13 7 40 6153 
 495 11 9 56 31 0 5 13 7 40 5492 
 417 11 13 56 29 0 6 13 7 40 6153 
 497 11 13 50 28 2 5 13 7 40 6222 
 417 11 13 54 28 1 5 13 7 40 5971 
 417 11 9 62 28 0 5 13 7 40 5492 
 415 13 13 61 28 0 6 12 7 40 6062 
 497 5 13 58 32 0 4 15 7 40 5570 
 467 4 13 54 30 0 5 13 7 40 5720 
 497 11 13 51 28 0 5 13 7 40 5720 
 417 7 13 54 33 1 6 10 7 40 6133 
 541 11 13 52 30 0 6 13 7 40 6153 
 495 11 13 55 29 1 5 13 7 40 5971 
 560 7 24 48 26 0 6 10 7 40 5654 
 497 11 13 55 29 0 4 15 7 40 5570 
 497 11 13 50 28 1 6 13 7 40 6404 
 497 11 13 48 28 2 5 13 7 40 6222 
 201 10 15 52 29 1 10 10 3 40 11674 
 300 11 15 56 26 2 9 5 3 40 9507 
 400 10 9 59 27 0 7 13 3 40 6718 
 300 11 13 53 33 0 8 9 3 40 7573 
 315 13 9 52 33 0 8 7 3 40 7106 
 411 11 13 61 34 0 6 13 3 40 6153 
 318 11 13 55 32 0 7 13 7 40 6946 
 405 11 15 57 28 1 7 13 4 40 7850 
 402 5 15 64 33 1 7 13 10 40 7850 
 402 4 13 56 27 1 7 13 3 40 7197 
 300 11 15 60 29 0 7 12 3 40 7487 
 317 11 15 59 29 0 8 9 7 40 8286 
 400 11 15 63 28 0 7 13 10 40 7599 
 301 4 15 49 26 2 7 12 3 40 7989 
 317 11 11 58 25 0 6 13 7 40 6355 
 414 11 15 58 26 1 6 13 7 40 6978 
 414 11 15 55 28 0 7 13 3 40 7599 
 405 11 13 48 27 2 6 13 3 40 6655 
 405 7 9 59 26 0 6 13 3 40 5925 
 402 10 15 57 27 1 7 13 3 40 7850 
 426 11 15 57 32 0 6 13 7 40 6727 
 218 13 15 60 24 0 12 13 7 40 15581 
 304 5 11 48 24 0 9 5 7 40 8582 
 301 4 15 59 24 2 8 10 6 40 8920 
 301 4 13 50 24 2 7 13 7 40 7448 
 304 4 15 54 24 2 10 5 11 40 11008 
 316 7 15 57 24 0 9 13 7 40 10228 
 102 5 15 52 24 0 13 8 8 40 16389 
 310 1 13 56 23 0 8 8 3 40 7453 
 467 4 15 50 25 1 6 13 7 40 6978 
 300 4 15 56 23 0 8 7 7 40 8024 
 304 4 15 45 23 1 8 4 10 40 7881 
 300 5 13 47 23 2 7 13 7 40 7448 
 200 11 15 59 24 0 13 10 7 40 16995 
 301 5 15 55 26 0 9 7 4 40 9311 
 432 1 12 51 23 0 5 13 7 40 5720 
 417 7 15 56 34 0 7 13 3 40 7599 
 560 11 8 46 26 0 6 12 7 40 5834 
 301 10 13 58 33 0 10 7 3 40 9928 
 402 11 13 57 35 0 8 11 7 40 7812 
 301 11 15 58 33 0 8 7 3 40 8024 
 300 11 15 58 30 1 8 13 7 40 9064 
 300 5 13 57 29 0 8 9 7 40 7573 
 300 11 13 57 29 0 9 5 7 40 8227 
 409 11 15 56 29 0 7 13 7 40 7599 
 301 4 13 60 25 0 8 13 3 40 8052 
 317 11 9 55 35 0 7 13 3 40 6718 
 300 5 15 48 26 0 10 2 4 40 9955 
 300 11 13 51 27 0 9 7 7 40 8505 
 300 11 15 61 29 0 7 13 7 40 7599 
 300 11 15 51 26 0 8 9 7 40 8286 
 318 7 15 48 29 2 7 13 10 40 8101 
 400 10 13 47 26 2 7 13 3 40 7448 
 405 11 11 49 26 0 6 13 6 40 6355 
 300 4 15 55 26 1 8 5 4 40 8012 
 400 11 13 58 26 1 6 13 7 40 6404 
 497 11 15 60 33 1 5 13 7 40 6544 
 427 11 13 57 28 0 6 12 7 40 6062 
 542 11 9 56 28 0 7 8 7 40 6212 
 542 11 12 51 28 2 7 13 7 40 7448 
 497 11 13 54 29 0 5 13 7 44 6248 
 497 11 9 57 29 0 6 10 3 40 5654 
 560 11 13 57 31 0 7 6 7 40 6238 
 417 11 13 58 30 0 5 13 7 40 5720 
 439 11 13 54 31 0 3 15 7 40 5155 
 403 11 13 57 31 0 5 13 7 40 5720 
 432 10 13 48 27 1 5 13 7 40 5971 
 438 11 9 51 29 0 4 15 7 40 5342 
 498 11 9 50 29 0 4 15 7 40 5342 
 417 7 13 59 32 0 5 13 7 40 5720 
 301 5 13 47 23 2 7 13 7 40 7448 
 402 7 13 49 28 2 7 12 7 40 7347 
 424 2 13 47 27 0 6 13 3 40 6153 
 419 9 11 53 28 0 6 13 7 40 6355 
 438 4 13 57 25 0 7 8 7 40 6440 
 400 5 13 50 26 0 6 13 7 40 6153 
 405 4 29 46 26 1 6 12 7 40 6313 
 402 4 13 50 27 1 6 13 7 40 6404 
 495 11 15 58 25 1 5 13 1 40 6544 
 400 9 15 47 26 0 6 12 7 40 6635 
 402 5 15 48 24 0 6 12 7 40 6635 
 538 11 13 47 24 2 8 4 7 40 7477 
 403 9 15 47 28 1 5 13 7 40 6544 
 417 11 13 46 26 1 5 13 3 40 5971 
 424 4 13 46 25 4 6 13 7 40 7157 
 402 5 13 57 26 0 4 15 7 40 5570 
 419 11 15 49 26 0 6 13 7 40 6727 
 310 10 15 48 25 3 7 13 7 40 8352 
 310 11 13 50 25 2 8 2 7 40 7238 
 417 11 13 47 27 1 6 13 7 40 6404 
 417 11 13 53 25 0 6 11 3 40 5972 
 438 11 13 45 25 2 7 10 7 40 7145 
 417 11 13 48 28 2 6 13 7 40 6655 
 417 11 13 52 25 0 5 13 7 40 5720 
 410 7 15 44 25 2 6 7 10 40 6685 
 560 10 13 47 25 0 5 13 7 40 5720 
 411 7 13 55 25 0 6 13 7 40 6153 
 409 7 13 56 28 0 6 13 7 40 6153 
 409 11 13 61 25 0 5 11 7 40 5557 
 400 11 9 50 28 0 5 13 7 40 5492 
 495 11 13 46 25 3 4 14 7 40 6244 
 412 7 9 48 25 0 5 11 7 40 5329 
 417 11 13 48 28 1 6 10 7 40 6133 
 495 11 13 57 26 0 4 14 7 40 5491 
 495 11 13 56 26 1 4 15 7 40 5821 
 497 4 13 60 28 0 5 12 7 40 5638 
 432 7 15 49 26 0 4 15 7 40 6143 
 425 11 15 46 25 1 6 8 10 40 6524 
 429 11 13 55 27 2 5 13 7 40 6222 
 495 11 13 47 26 2 4 15 7 40 6072 
 417 11 13 49 26 2 4 14 7 40 5993 
 429 11 15 59 24 0 5 10 10 40 6048 
 426 11 15 46 25 1 6 12 7 40 6886 
 438 11 15 55 25 0 7 13 3 40 7599 
 405 11 13 46 25 2 7 9 10 40 7044 
 438 11 13 48 25 1 7 13 7 40 7197 
 300 11 15 46 25 2 8 6 3 40 8394 
 402 4 15 50 25 1 7 13 1 40 7850 
 409 11 15 55 25 0 7 13 7 40 7599 
 566 5 8 50 22 0 6 13 7 32 4787 
 300 7 11 48 23 0 8 13 10 40 8394 
 431 7 9 62 25 0 6 13 3 40 5925 
 543 12 10 48 23 0 7 11 7 40 6990 
 341 4 15 49 23 2 8 13 10 40 9315 
 541 6 13 42 23 2 7 7 7 40 6841 
 204 5 15 51 23 4 11 13 10 40 16344 
 308 9 15 45 23 0 9 4 7 40 8852 
 304 4 15 51 23 1 9 11 7 40 10174 
 300 10 15 45 25 2 7 11 3 40 7878 
 216 2 15 48 23 0 10 13 8 40 11975 
 362 9 15 49 25 0 6 13 3 40 6727 
 202 9 15 47 23 3 11 8 3 40 13675 
 500 1 15 50 23 0 12 7 8 40 14114 
 203 5 15 49 23 2 10 6 8 40 11191 
 300 5 15 49 23 1 8 7 3 40 8275 
 204 4 15 56 23 4 11 13 7 40 16344 
 506 8 15 55 25 0 11 13 7 40 15340 
 211 9 15 43 23 2 11 0 10 40 11716 
 362 10 13 51 25 2 7 13 7 40 7448 
 443 4 8 48 19 0 6 13 7 40 5925 
 310 9 13 55 23 1 8 13 7 40 8303 
 304 7 13 46 23 2 9 5 3 40 8729 
 502 6 15 53 23 2 11 10 8 40 13851 
 403 11 13 59 25 1 5 12 7 40 5889 
 425 11 15 53 25 0 6 11 10 40 6544 
 204 7 15 49 23 2 11 2 7 40 12143 
 341 4 15 45 23 1 8 5 3 40 8012 
 216 2 15 47 23 2 11 11 8 40 14064 
 534 1 11 49 23 0 8 13 8 40 8394 
 543 10 10 53 23 0 8 7 4 40 7623 
 316 10 15 48 23 0 8 10 7 40 8418 
 204 7 13 53 23 3 11 13 3 40 14749 
 211 5 15 54 24 2 12 10 15 40 15349 
 102 5 31 55 23 0 13 10 15 40 16995 
 204 9 15 52 23 2 11 10 7 40 13851 
 304 9 15 46 23 1 9 6 7 40 9409 
 200 7 15 53 23 3 11 13 2 40 16093 
 303 11 15 52 25 0 7 9 7 40 7154 
 214 2 15 47 23 2 11 7 8 40 13210 
 341 7 13 48 23 1 8 6 7 40 7465 
 301 9 15 53 25 1 7 9 8 40 7405 
 214 2 15 48 23 3 12 3 8 40 13894 
 304 4 31 55 26 0 6 13 7 40 6727 
 566 5 10 46 23 0 6 13 14 40 6355 
 540 1 10 59 24 0 8 13 8 40 8394 
 504 1 15 52 23 0 12 9 8 40 14602 
 345 7 15 51 23 1 9 7 4 40 9562 
 317 10 15 51 23 0 8 10 1 40 8418 
 361 9 15 60 25 1 6 13 7 40 6978 
 507 8 15 48 23 2 11 10 8 40 13851 
 467 4 15 56 24 0 5 13 7 40 6293 
 300 11 15 54 25 0 7 13 7 40 7599 
 300 9 15 58 23 0 8 13 7 40 8813 
 560 2 10 49 22 0 6 13 7 40 6355 
 361 9 15 51 24 1 7 13 7 40 7850 
 309 13 8 51 23 0 7 13 7 40 6718 
 530 11 10 53 23 0 7 13 7 40 7208 
 417 4 15 51 23 1 6 13 7 40 6978 
 211 10 31 54 24 2 11 7 11 40 13210 
 499 4 10 53 19 0 5 13 7 40 5922 
 543 9 8 49 23 0 7 12 4 20 3440 
 304 9 29 45 23 2 8 5 7 40 7596 
 304 2 15 51 23 2 9 7 7 40 9813 
 402 4 15 56 23 1 7 10 6 40 7516 
 400 5 13 61 23 0 6 13 7 40 6153 
 409 7 15 50 24 0 6 6 10 40 6093 
 204 7 15 48 23 1 10 5 10 40 10757 
 211 4 15 55 23 0 12 13 4 40 15581 
 403 11 13 46 24 1 6 13 7 40 6404 
 301 7 15 45 23 0 7 10 7 40 7265 
 543 5 14 63 23 0 9 5 3 40 9005 
 424 5 14 62 28 0 5 13 6 40 6293 
 304 9 15 51 23 0 8 13 8 40 8813 
 308 9 14 48 23 1 8 3 7 40 7749 
 300 9 13 55 24 0 8 13 3 40 8052 
 211 10 31 48 23 2 11 10 8 40 13851 
 214 9 15 50 23 1 11 9 10 40 13386 
 304 4 15 48 23 1 7 13 7 40 7850 
 202 10 15 48 23 0 11 10 1 40 13349 
 311 7 15 46 23 2 9 3 7 40 9201 
 410 11 15 58 24 0 5 12 10 40 6211 
 498 11 13 54 24 0 6 13 3 40 6153 
 502 6 15 51 23 2 10 0 3 40 10089 
 560 5 8 51 21 0 4 15 7 20 2777 
 500 5 15 48 22 1 9 13 7 40 10479 
 300 9 15 51 23 2 9 11 7 40 10425 
 201 7 15 47 23 0 10 2 7 40 9955 
 202 7 15 54 23 2 10 9 2 40 11741 
 300 7 31 54 23 1 9 6 7 40 9409 
 560 11 13 57 24 0 6 12 7 40 6062 
 506 8 15 61 23 0 11 13 5 40 15340 
 302 4 13 61 23 0 7 13 7 40 6946 
 211 4 15 59 23 2 11 13 4 40 15842 
 211 5 15 50 25 0 12 10 1 40 14847 
 304 5 15 49 23 2 9 9 8 40 10119 
 560 6 12 42 21 1 6 12 7 40 6313 
 400 4 15 63 24 0 5 13 4 40 6293 
 402 4 15 52 23 2 6 13 10 40 7229 
 102 5 15 50 23 4 12 12 7 40 16340 
 495 11 15 58 24 1 5 13 10 40 6544 
 417 11 13 57 24 0 4 15 10 40 5570 
 417 7 13 50 24 2 6 8 7 40 6203 
